age;job;marital;education;default;balance;housing;loan;contact;day;month;duration;campaign;pdays;previous;poutcome;y
40,56299538;management;married;tertiary;no;814,5305624;no;no;cellular;14,01911212;nov;291,6302413;2,378891683;52,03263636;0,639551008;unknown;no
40,56221458;blue-collar;married;secondary;no;812,7181183;no;yes;unknown;14,01354784;oct;291,7850749;2,377870586;52,065592;0,639847289;failure;no
40,56143377;blue-collar;single;secondary;no;810,9056741;yes;no;cellular;14,00798356;jul;291,9399084;2,37684949;52,09854765;0,640143571;unknown;no
40,56065297;management;single;tertiary;no;809,09323;no;no;cellular;14,00241928;nov;292,094742;2,375828393;52,13150329;0,640439852;other;no
40,55987217;technician;married;secondary;no;807,2807859;no;no;cellular;13,996855;apr;292,2495756;2,374807296;52,16445893;0,640736134;failure;yes
40,55909136;blue-collar;divorced;primary;no;805,4683418;no;yes;cellular;13,99129072;jul;292,4044091;2,373786199;52,19741457;0,641032415;unknown;no
40,55831056;technician;married;secondary;no;803,6558976;no;no;cellular;13,98572643;oct;292,5592427;2,372765102;52,23037022;0,641328697;other;yes
40,55752976;technician;married;secondary;no;801,8434535;yes;no;cellular;13,98016215;sep;292,7140762;2,371744006;52,26332586;0,641624978;failure;no
40,55674895;technician;single;secondary;no;800,0310094;no;no;cellular;13,97459787;oct;292,8689098;2,370722909;52,2962815;0,64192126;unknown;no
40,55596815;technician;divorced;secondary;no;798,2185653;no;yes;cellular;13,96903359;aug;293,0237434;2,369701812;52,32923714;0,642217541;unknown;no
40,55518735;admin.;married;secondary;no;796,4061211;yes;no;cellular;13,96346931;apr;293,1785769;2,368680715;52,36219279;0,642513823;unknown;no
40,55440654;management;married;tertiary;no;794,593677;yes;no;unknown;13,95790503;may;293,3334105;2,367659618;52,39514843;0,642810104;unknown;no
40,55362574;technician;single;tertiary;no;792,7812329;yes;no;cellular;13,95234074;may;293,4882441;2,366638521;52,42810407;0,643106386;failure;no
40,55284494;retired;married;secondary;no;790,9687888;no;no;unknown;13,94677646;jun;293,6430776;2,365617425;52,46105971;0,643402667;unknown;no
40,55206413;management;single;tertiary;no;789,1563446;yes;no;telephone;13,94121218;may;293,7979112;2,364596328;52,49401536;0,643698949;unknown;no
40,55128333;entrepreneur;married;secondary;no;787,3439005;no;yes;cellular;13,9356479;jul;293,9527448;2,363575231;52,526971;0,64399523;unknown;no
40,55050253;entrepreneur;married;tertiary;no;785,5314564;no;no;unknown;13,93008362;jun;294,1075783;2,362554134;52,55992664;0,644291512;unknown;no
40,54972173;technician;married;tertiary;no;783,7190123;no;no;cellular;13,92451934;may;294,2624119;2,361533037;52,59288228;0,644587793;failure;no
40,54894092;technician;married;tertiary;no;781,9065681;no;no;cellular;13,91895506;aug;294,4172455;2,360511941;52,62583793;0,644884075;unknown;no
40,54816012;technician;married;unknown;no;780,094124;no;no;cellular;13,91339077;oct;294,572079;2,359490844;52,65879357;0,645180356;success;yes
40,54737932;blue-collar;divorced;secondary;no;778,2816799;yes;no;unknown;13,90782649;jun;294,7269126;2,358469747;52,69174921;0,645476638;unknown;no
40,54659851;retired;married;secondary;no;776,4692358;no;no;cellular;13,90226221;aug;294,8817462;2,35744865;52,72470485;0,645772919;unknown;no
40,54581771;management;single;unknown;no;774,6567916;no;no;cellular;13,89669793;jan;295,0365797;2,356427553;52,7576605;0,646069201;unknown;no
40,54503691;technician;divorced;secondary;no;772,8443475;no;no;cellular;13,89113365;aug;295,1914133;2,355406456;52,79061614;0,646365482;unknown;no
40,5442561;management;single;tertiary;no;771,0319034;yes;no;cellular;13,88556937;may;295,3462468;2,35438536;52,82357178;0,646661764;failure;no
40,5434753;management;married;tertiary;no;769,2194592;no;no;cellular;13,88000508;feb;295,5010804;2,353364263;52,85652742;0,646958045;unknown;no
40,5426945;admin.;single;secondary;no;767,4070151;yes;no;cellular;13,8744408;nov;295,655914;2,352343166;52,88948307;0,647254327;unknown;no
40,54191369;management;divorced;tertiary;no;765,594571;yes;yes;cellular;13,86887652;jul;295,8107475;2,351322069;52,92243871;0,647550608;unknown;no
40,54113289;services;single;secondary;no;763,7821269;yes;yes;cellular;13,86331224;jul;295,9655811;2,350300972;52,95539435;0,64784689;unknown;no
40,54035209;blue-collar;married;primary;no;761,9696827;no;no;cellular;13,85774796;jul;296,1204147;2,349279876;52,98834999;0,648143171;unknown;no
40,53957128;retired;married;tertiary;no;760,1572386;yes;yes;unknown;13,85218368;may;296,2752482;2,348258779;53,02130564;0,648439453;unknown;yes
40,53879048;services;single;secondary;no;758,3447945;yes;no;cellular;13,84661939;nov;296,4300818;2,347237682;53,05426128;0,648735734;other;no
40,53800968;blue-collar;married;secondary;no;756,5323504;yes;no;unknown;13,84105511;may;296,5849154;2,346216585;53,08721692;0,649032016;unknown;no
40,53722888;technician;divorced;secondary;no;754,7199062;no;no;cellular;13,83549083;aug;296,7397489;2,345195488;53,12017256;0,649328297;unknown;no
40,53644807;entrepreneur;divorced;primary;no;752,9074621;yes;no;unknown;13,82992655;may;296,8945825;2,344174391;53,15312821;0,649624579;unknown;no
40,53566727;management;single;tertiary;no;751,095018;yes;no;unknown;13,82436227;may;297,0494161;2,343153295;53,18608385;0,64992086;unknown;no
40,53488647;technician;married;secondary;no;749,2825739;yes;no;unknown;13,81879799;may;297,2042496;2,342132198;53,21903949;0,650217142;unknown;no
40,53410566;management;divorced;tertiary;no;747,4701297;no;no;cellular;13,81323371;jun;297,3590832;2,341111101;53,25199513;0,650513423;unknown;yes
40,53332486;housemaid;married;primary;no;745,6576856;yes;yes;cellular;13,80766942;aug;297,5139168;2,340090004;53,28495078;0,650809705;unknown;no
40,53254406;management;married;tertiary;no;743,8452415;yes;no;cellular;13,80210514;jan;297,6687503;2,339068907;53,31790642;0,651105986;unknown;no
40,53176325;self-employed;married;primary;no;742,0327974;yes;no;telephone;13,79654086;jul;297,8235839;2,338047811;53,35086206;0,651402268;unknown;no
40,53098245;management;married;tertiary;no;740,2203532;no;no;cellular;13,79097658;aug;297,9784175;2,337026714;53,3838177;0,651698549;unknown;no
40,53020165;blue-collar;married;secondary;no;738,4079091;yes;yes;cellular;13,7854123;may;298,133251;2,336005617;53,41677335;0,651994831;unknown;no
40,52942084;management;single;tertiary;no;736,595465;no;no;cellular;13,77984802;jun;298,2880846;2,33498452;53,44972899;0,652291112;unknown;no
40,52864004;retired;married;secondary;no;734,7830209;no;no;unknown;13,77428373;jun;298,4429181;2,333963423;53,48268463;0,652587394;unknown;no
40,52785924;technician;divorced;secondary;no;732,9705767;yes;no;cellular;13,76871945;nov;298,5977517;2,332942326;53,51564027;0,652883675;unknown;no
40,52707843;admin.;married;secondary;no;731,1581326;no;no;cellular;13,76315517;nov;298,7525853;2,33192123;53,54859592;0,653179957;unknown;yes
40,52629763;admin.;married;secondary;no;729,3456885;no;no;cellular;13,75759089;aug;298,9074188;2,330900133;53,58155156;0,653476238;unknown;no
40,52551683;management;divorced;tertiary;no;727,5332444;yes;no;telephone;13,75202661;aug;299,0622524;2,329879036;53,6145072;0,65377252;unknown;no
40,52473602;admin.;married;secondary;no;725,7208002;no;yes;cellular;13,74646233;may;299,217086;2,328857939;53,64746284;0,654068801;failure;no
40,52395522;technician;single;tertiary;no;723,9083561;no;no;cellular;13,74089804;jul;299,3719195;2,327836842;53,68041849;0,654365083;unknown;no
40,52317442;blue-collar;married;secondary;no;722,095912;yes;yes;unknown;13,73533376;jun;299,5267531;2,326815746;53,71337413;0,654661364;unknown;no
40,52239362;blue-collar;married;unknown;no;720,2834679;no;no;cellular;13,72976948;aug;299,6815867;2,325794649;53,74632977;0,654957646;unknown;no
40,52161281;management;single;tertiary;no;718,4710237;no;no;cellular;13,7242052;oct;299,8364202;2,324773552;53,77928541;0,655253927;unknown;no
40,52083201;management;single;tertiary;no;716,6585796;yes;no;cellular;13,71864092;may;299,9912538;2,323752455;53,81224106;0,655550209;failure;no
46;technician;married;secondary;no;57;no;no;unknown;28;may;796;1;-1;0;unknown;yes
49;admin.;married;secondary;no;635;no;no;cellular;25;aug;220;3;-1;0;unknown;no
56;retired;married;secondary;no;-113;yes;yes;cellular;12;aug;614;2;-1;0;unknown;no
47;admin.;divorced;secondary;no;225;no;no;cellular;28;aug;1126;4;-1;0;unknown;yes
30;admin.;married;secondary;no;124;no;no;telephone;16;jun;161;2;-1;0;unknown;no
36;entrepreneur;single;secondary;no;475;no;no;cellular;25;jul;141;3;-1;0;unknown;no
40;management;married;tertiary;no;-7;no;yes;telephone;25;jul;697;1;-1;0;unknown;no
37;technician;single;secondary;yes;375;no;no;unknown;9;jun;223;2;-1;0;unknown;no
42;admin.;divorced;secondary;no;936;no;no;cellular;30;jan;931;1;-1;0;unknown;yes
45;technician;married;secondary;no;1415;yes;no;cellular;17;nov;483;1;116;1;failure;no
34;unemployed;single;secondary;no;0;no;no;cellular;17;nov;63;2;-1;0;unknown;no
27;admin.;single;secondary;no;3638;no;no;cellular;11;jul;271;5;-1;0;unknown;no
30;blue-collar;married;secondary;no;-99;yes;no;cellular;15;may;144;5;-1;0;unknown;no
32;technician;married;secondary;no;167;yes;yes;cellular;8;aug;79;3;-1;0;unknown;no
46;housemaid;married;primary;no;19;yes;no;telephone;21;jul;171;1;-1;0;unknown;no
29;self-employed;married;tertiary;no;242;yes;no;cellular;18;jul;73;4;-1;0;unknown;no
53;unknown;married;unknown;no;13;no;no;telephone;28;jan;69;1;-1;0;unknown;no
32;technician;married;secondary;no;286;no;no;cellular;20;apr;60;1;343;4;failure;no
49;unemployed;married;secondary;no;769;yes;no;unknown;14;may;257;1;-1;0;unknown;no
35;management;married;tertiary;no;93;no;no;cellular;4;may;198;2;88;1;other;no
38;blue-collar;married;secondary;no;1663;yes;no;cellular;13;apr;217;3;327;1;failure;no
39;entrepreneur;married;primary;no;238;yes;yes;cellular;19;nov;134;1;-1;0;unknown;no
34;technician;single;secondary;no;2178;yes;no;cellular;26;may;41;1;-1;0;unknown;no
42;blue-collar;married;primary;no;792;yes;yes;cellular;19;nov;611;2;175;12;other;no
35;blue-collar;single;unknown;no;871;yes;no;unknown;6;jun;216;3;-1;0;unknown;no
60;admin.;married;secondary;no;1025;no;no;cellular;6;aug;388;8;-1;0;unknown;no
57;technician;divorced;secondary;no;63;yes;no;unknown;5;may;242;1;-1;0;unknown;no
31;blue-collar;single;secondary;no;16;no;no;cellular;7;jul;387;1;-1;0;unknown;no
29;management;single;secondary;no;417;no;no;cellular;7;oct;90;1;-1;0;unknown;no
41;services;married;secondary;no;3992;yes;no;telephone;20;nov;281;2;-1;0;unknown;no
46;blue-collar;married;primary;no;2749;yes;no;cellular;17;nov;332;1;-1;0;unknown;no
33;technician;married;secondary;no;133;no;no;cellular;4;may;218;1;-1;0;unknown;yes
32;blue-collar;single;secondary;no;1721;yes;no;unknown;21;may;650;2;-1;0;unknown;no
54;management;divorced;tertiary;no;2171;yes;yes;telephone;18;nov;1034;1;-1;0;unknown;yes
37;services;married;secondary;no;4760;yes;no;cellular;8;may;182;2;169;2;failure;no
32;technician;single;secondary;no;2979;no;no;cellular;25;may;156;1;-1;0;unknown;no
43;management;married;tertiary;no;690;yes;no;cellular;6;aug;171;3;-1;0;unknown;no
50;blue-collar;divorced;secondary;no;203;yes;no;telephone;19;nov;265;1;127;4;other;no
34;blue-collar;married;secondary;no;322;yes;no;cellular;20;apr;10;3;-1;0;unknown;no
31;admin.;divorced;secondary;no;1210;no;no;cellular;16;jul;350;1;-1;0;unknown;no
43;self-employed;married;secondary;no;634;yes;no;cellular;17;nov;65;1;131;1;failure;no
49;entrepreneur;married;secondary;no;273;no;no;cellular;23;jul;58;1;-1;0;unknown;no
22;student;single;unknown;no;47;no;no;cellular;3;jul;69;3;-1;0;unknown;no
35;management;married;tertiary;no;1100;no;yes;cellular;29;jan;127;2;-1;0;unknown;no
56;admin.;married;secondary;no;0;yes;no;telephone;19;nov;154;2;-1;0;unknown;no
53;blue-collar;married;secondary;no;0;no;no;telephone;31;jul;36;4;-1;0;unknown;no
54;entrepreneur;married;tertiary;no;1544;no;yes;cellular;5;feb;85;7;196;3;failure;no
32;services;single;unknown;no;6145;yes;no;cellular;14;may;362;1;287;13;failure;no
41;self-employed;married;secondary;no;28;yes;no;cellular;11;may;49;1;-1;0;unknown;no
40;blue-collar;married;secondary;no;1012;yes;no;cellular;6;may;410;1;-1;0;unknown;no
33;blue-collar;married;primary;no;245;yes;yes;cellular;8;may;253;3;-1;0;unknown;no
33;management;single;tertiary;no;1998;no;no;cellular;19;nov;570;1;-1;0;unknown;no
34;blue-collar;married;secondary;no;3990;yes;no;cellular;24;jul;633;7;-1;0;unknown;no
36;services;married;secondary;no;1328;yes;no;unknown;6;jun;82;4;-1;0;unknown;no
34;entrepreneur;married;tertiary;no;412;yes;yes;cellular;8;jul;164;1;-1;0;unknown;no
55;management;married;primary;no;229;no;yes;unknown;9;jun;175;3;-1;0;unknown;no
28;student;single;tertiary;no;1562;no;no;cellular;15;feb;659;4;-1;0;unknown;yes
29;admin.;single;secondary;no;3432;yes;no;cellular;17;apr;139;2;-1;0;unknown;no
31;admin.;single;secondary;no;144;yes;no;unknown;4;jul;43;11;-1;0;unknown;no
52;management;married;tertiary;no;1339;yes;no;cellular;22;aug;343;5;-1;0;unknown;no
54;services;married;unknown;no;386;no;yes;cellular;19;nov;74;1;152;1;success;no
43;blue-collar;married;primary;no;7727;yes;no;unknown;15;may;302;8;-1;0;unknown;no
55;entrepreneur;married;secondary;no;204;no;no;cellular;14;jul;455;13;-1;0;unknown;no
28;blue-collar;divorced;unknown;no;101;yes;no;unknown;28;may;126;4;-1;0;unknown;no
45;unemployed;divorced;secondary;no;728;yes;yes;cellular;18;nov;107;1;-1;0;unknown;no
45;entrepreneur;married;primary;no;2418;yes;no;unknown;14;may;120;1;-1;0;unknown;no
51;management;married;tertiary;no;2934;yes;no;cellular;18;nov;727;4;-1;0;unknown;no
42;technician;single;secondary;no;0;yes;no;unknown;7;may;275;4;-1;0;unknown;no
43;unknown;single;unknown;no;181;no;no;telephone;28;jan;41;1;-1;0;unknown;no
34;management;married;tertiary;no;176;no;no;cellular;18;aug;61;4;-1;0;unknown;no
36;blue-collar;married;primary;no;49;yes;no;cellular;15;may;232;2;365;5;other;no
37;blue-collar;married;secondary;no;2023;yes;no;cellular;10;jul;214;1;-1;0;unknown;no
50;blue-collar;married;secondary;no;372;yes;no;telephone;11;may;21;1;-1;0;unknown;no
42;management;divorced;unknown;no;7702;no;no;cellular;16;feb;138;2;-1;0;unknown;yes
34;blue-collar;single;primary;no;464;yes;no;cellular;18;may;173;1;299;2;other;no
48;management;married;secondary;no;117;yes;no;cellular;16;apr;635;1;-1;0;unknown;no
47;admin.;married;secondary;no;104;yes;yes;cellular;14;jul;77;2;-1;0;unknown;no
40;management;married;tertiary;no;1041;yes;no;unknown;12;jun;73;1;-1;0;unknown;no
37;management;married;tertiary;no;539;no;no;cellular;18;jan;540;2;115;3;failure;no
38;blue-collar;married;primary;no;0;yes;no;unknown;3;jun;179;2;-1;0;unknown;no
29;technician;single;tertiary;no;406;yes;no;cellular;17;jul;119;1;-1;0;unknown;no
46;blue-collar;married;primary;no;2558;yes;no;telephone;20;nov;107;1;167;1;other;no
26;blue-collar;married;secondary;no;484;yes;no;unknown;19;may;48;2;-1;0;unknown;no
30;services;single;tertiary;no;3516;yes;no;unknown;29;may;447;4;-1;0;unknown;no
42;blue-collar;married;secondary;no;5639;yes;no;cellular;17;jul;430;2;-1;0;unknown;no
42;management;single;tertiary;no;100;no;no;cellular;7;aug;64;2;-1;0;unknown;no
31;admin.;single;secondary;no;1306;yes;no;unknown;28;may;217;5;-1;0;unknown;no
37;management;single;tertiary;no;815;yes;no;cellular;7;may;77;1;-1;0;unknown;no
26;blue-collar;married;secondary;no;245;yes;no;unknown;26;may;16;11;-1;0;unknown;no
54;blue-collar;married;unknown;no;191;no;no;cellular;4;aug;753;2;-1;0;unknown;no
70;retired;married;secondary;no;2815;no;no;cellular;26;apr;125;2;182;1;failure;no
29;self-employed;single;secondary;no;3672;yes;yes;unknown;28;may;1210;1;-1;0;unknown;no
50;services;married;secondary;no;1572;yes;no;cellular;9;jul;185;1;-1;0;unknown;no
60;unemployed;divorced;secondary;no;385;yes;no;cellular;4;feb;80;1;-1;0;unknown;no
32;technician;single;secondary;no;29;no;no;cellular;19;aug;156;2;-1;0;unknown;no
32;technician;married;secondary;no;84;no;yes;cellular;29;jul;403;3;-1;0;unknown;no
34;self-employed;single;tertiary;no;876;yes;no;cellular;17;nov;145;2;-1;0;unknown;no
48;services;single;primary;no;1499;yes;no;cellular;12;may;17;7;-1;0;unknown;no
25;student;married;tertiary;no;0;yes;no;cellular;9;jul;160;1;-1;0;unknown;no
32;management;married;secondary;no;6217;yes;yes;cellular;18;nov;486;2;181;2;failure;no
32;blue-collar;married;primary;no;329;yes;no;cellular;3;feb;321;1;-1;0;unknown;no
47;admin.;divorced;secondary;no;162;yes;no;unknown;9;may;203;4;-1;0;unknown;no
32;technician;married;unknown;no;14533;no;no;cellular;31;dec;646;3;198;2;success;no
49;management;single;tertiary;no;151;yes;no;cellular;8;jul;97;3;-1;0;unknown;yes
53;services;married;secondary;no;-2;yes;yes;cellular;16;apr;144;2;-1;0;unknown;no
41;blue-collar;single;unknown;no;4684;no;no;unknown;20;jun;30;6;-1;0;unknown;no
47;management;divorced;tertiary;no;1149;no;yes;cellular;15;jul;82;2;-1;0;unknown;no
35;blue-collar;married;primary;no;11;yes;no;unknown;13;may;326;4;-1;0;unknown;no
33;management;single;secondary;no;8004;no;no;cellular;19;nov;414;3;-1;0;unknown;no
49;blue-collar;married;primary;no;1019;yes;no;cellular;16;apr;285;5;-1;0;unknown;no
46;management;divorced;tertiary;no;1297;no;no;cellular;11;aug;716;3;-1;0;unknown;yes
29;management;divorced;tertiary;no;415;yes;yes;unknown;28;may;449;4;-1;0;unknown;no
58;self-employed;married;primary;no;671;yes;no;unknown;17;jun;16;3;-1;0;unknown;no
40;admin.;single;secondary;no;2378;yes;no;unknown;2;jun;65;1;-1;0;unknown;no
34;management;married;tertiary;no;417;yes;no;cellular;18;nov;138;1;-1;0;unknown;no
60;retired;married;primary;no;71;no;no;cellular;10;jul;121;3;-1;0;unknown;no
43;management;married;tertiary;no;1188;no;no;cellular;27;may;140;2;-1;0;unknown;no
50;blue-collar;married;primary;no;8139;yes;no;cellular;18;aug;256;6;-1;0;unknown;no
33;blue-collar;married;secondary;no;249;yes;no;cellular;31;jul;61;4;-1;0;unknown;no
37;blue-collar;married;primary;no;689;yes;no;cellular;14;jul;367;2;-1;0;unknown;no
55;self-employed;married;secondary;no;203;yes;no;telephone;14;may;9;5;174;12;other;no
45;blue-collar;single;primary;yes;-183;no;yes;cellular;15;jul;395;4;-1;0;unknown;no
47;blue-collar;married;primary;no;3451;no;yes;cellular;21;nov;125;2;-1;0;unknown;no
58;technician;married;secondary;no;116;no;no;unknown;16;jun;580;3;-1;0;unknown;no
36;services;married;secondary;no;1746;yes;no;cellular;7;apr;15;1;316;1;failure;no
55;technician;married;secondary;no;0;yes;no;unknown;30;may;119;2;-1;0;unknown;no
31;blue-collar;married;secondary;no;897;yes;no;unknown;20;may;26;2;-1;0;unknown;no
38;technician;married;secondary;no;821;yes;yes;cellular;17;nov;224;2;180;1;failure;no
42;blue-collar;married;secondary;no;130;yes;no;unknown;29;may;285;1;-1;0;unknown;no
32;management;divorced;tertiary;no;1;yes;no;unknown;8;may;399;4;-1;0;unknown;no
39;blue-collar;married;secondary;no;8;no;no;cellular;30;jul;88;3;-1;0;unknown;no
41;technician;married;secondary;no;55;yes;no;cellular;6;aug;185;4;-1;0;unknown;no
59;blue-collar;married;primary;no;699;no;no;cellular;28;jan;98;1;154;6;failure;no
42;unemployed;divorced;secondary;no;759;no;no;cellular;28;jan;97;1;169;3;failure;no
33;blue-collar;married;secondary;no;687;yes;no;cellular;14;may;72;2;370;1;failure;no
53;retired;married;secondary;no;4968;no;no;cellular;6;may;109;1;87;2;failure;no
43;blue-collar;married;primary;no;1211;yes;no;unknown;6;may;208;3;-1;0;unknown;no
39;self-employed;single;tertiary;no;426;no;no;unknown;18;jun;1029;1;-1;0;unknown;yes
27;entrepreneur;single;secondary;no;376;yes;yes;cellular;5;may;273;1;-1;0;unknown;no
39;management;married;tertiary;no;12;yes;no;unknown;23;may;130;1;-1;0;unknown;no
27;blue-collar;single;secondary;no;23;no;no;cellular;26;feb;590;2;-1;0;unknown;no
33;admin.;married;secondary;no;353;yes;no;cellular;19;nov;107;2;-1;0;unknown;no
29;services;divorced;secondary;no;330;yes;no;unknown;12;may;88;2;-1;0;unknown;no
33;management;divorced;tertiary;no;0;no;no;cellular;13;aug;305;2;-1;0;unknown;no
41;entrepreneur;married;secondary;no;353;no;no;cellular;19;nov;90;2;-1;0;unknown;no
38;technician;single;tertiary;no;2273;yes;no;cellular;17;apr;222;1;-1;0;unknown;no
30;management;married;tertiary;no;0;yes;no;cellular;9;jul;127;1;-1;0;unknown;no
58;unemployed;married;tertiary;no;744;no;no;telephone;28;jan;38;1;-1;0;unknown;no
37;services;single;secondary;no;608;no;no;cellular;14;may;380;3;-1;0;unknown;no
36;admin.;divorced;secondary;no;356;yes;no;cellular;7;apr;244;3;313;1;failure;no
45;blue-collar;married;primary;no;1291;yes;no;cellular;28;aug;189;17;-1;0;unknown;no
23;technician;single;secondary;no;-306;yes;no;unknown;4;jun;217;2;-1;0;unknown;no
53;blue-collar;married;primary;no;306;no;no;cellular;28;jul;388;3;181;1;success;yes
44;blue-collar;married;primary;no;-312;yes;no;unknown;20;jun;22;3;-1;0;unknown;no
32;technician;single;secondary;no;493;no;no;cellular;13;aug;289;2;-1;0;unknown;no
32;management;married;tertiary;no;71;yes;no;cellular;21;jul;221;8;-1;0;unknown;no
38;admin.;married;tertiary;no;669;yes;yes;cellular;31;jul;129;2;-1;0;unknown;no
47;blue-collar;married;primary;no;556;yes;no;cellular;4;feb;147;2;264;4;other;no
34;services;single;secondary;no;84;yes;no;unknown;23;may;299;1;-1;0;unknown;no
52;services;married;secondary;no;108;yes;no;unknown;15;may;543;12;-1;0;unknown;no
45;admin.;single;secondary;no;-11;yes;no;cellular;5;may;247;1;-1;0;unknown;no
50;blue-collar;married;primary;no;1164;yes;no;unknown;8;may;166;2;-1;0;unknown;no
52;blue-collar;divorced;primary;no;-191;yes;no;unknown;15;may;755;1;-1;0;unknown;yes
37;blue-collar;married;secondary;no;132;no;no;unknown;27;may;336;2;-1;0;unknown;no
51;blue-collar;married;secondary;no;2237;yes;no;unknown;29;may;619;1;-1;0;unknown;no
32;management;married;tertiary;no;4761;yes;no;cellular;5;may;159;2;350;2;failure;no
33;blue-collar;married;secondary;no;-346;yes;yes;unknown;23;may;29;3;-1;0;unknown;no
28;unemployed;married;secondary;no;655;yes;no;unknown;4;jun;606;2;-1;0;unknown;no
66;management;married;tertiary;no;1048;yes;no;cellular;23;jun;971;2;-1;0;unknown;no
31;services;single;secondary;no;0;yes;no;unknown;28;may;231;2;-1;0;unknown;no
35;blue-collar;married;primary;no;624;yes;no;unknown;7;may;163;1;-1;0;unknown;no
47;services;single;unknown;no;1784;no;no;cellular;19;oct;385;2;-1;0;unknown;yes
36;admin.;single;secondary;no;1281;no;no;telephone;24;jul;119;2;-1;0;unknown;no
32;technician;single;tertiary;no;569;no;yes;cellular;29;jan;348;1;-1;0;unknown;no
34;blue-collar;married;primary;no;1666;yes;no;unknown;31;mar;30;1;-1;0;unknown;no
40;admin.;married;secondary;no;168;yes;no;cellular;7;may;249;2;169;1;failure;no
33;self-employed;married;tertiary;no;263;no;no;cellular;4;may;119;2;-1;0;unknown;no
39;blue-collar;married;secondary;no;-405;yes;no;cellular;8;may;177;1;-1;0;unknown;no
38;self-employed;married;secondary;no;279;yes;no;unknown;28;may;110;5;-1;0;unknown;no
32;technician;single;secondary;no;0;no;no;cellular;18;aug;594;4;-1;0;unknown;yes
65;unknown;married;unknown;no;300;no;no;cellular;12;jan;105;1;-1;0;unknown;no
34;unemployed;single;tertiary;no;415;no;no;cellular;12;aug;123;1;-1;0;unknown;no
34;admin.;single;primary;no;0;yes;yes;cellular;6;may;172;4;-1;0;unknown;no
42;blue-collar;single;primary;no;1322;yes;yes;cellular;8;jul;178;1;-1;0;unknown;no
31;services;married;secondary;no;1062;yes;yes;cellular;6;apr;230;1;-1;0;unknown;no
47;technician;married;secondary;no;302;yes;no;unknown;20;jun;89;3;-1;0;unknown;no
44;technician;divorced;secondary;no;809;yes;no;unknown;15;may;118;4;-1;0;unknown;no
38;housemaid;married;secondary;no;-278;yes;no;cellular;28;jul;143;2;-1;0;unknown;no
28;management;single;tertiary;no;3238;yes;no;unknown;19;may;7;1;-1;0;unknown;no
46;admin.;single;secondary;no;751;yes;no;unknown;13;may;104;2;-1;0;unknown;no
51;blue-collar;divorced;primary;no;-28;no;yes;unknown;2;jul;220;2;-1;0;unknown;no
42;management;divorced;tertiary;no;0;no;no;unknown;20;jun;85;2;-1;0;unknown;no
37;technician;single;secondary;no;2442;no;no;cellular;16;feb;91;3;-1;0;unknown;yes
58;unemployed;married;tertiary;no;1798;yes;no;cellular;5;feb;19;8;-1;0;unknown;no
43;admin.;married;secondary;no;132;no;no;cellular;19;aug;574;1;84;3;success;yes
36;management;single;tertiary;no;260;yes;no;cellular;7;may;49;1;-1;0;unknown;no
34;blue-collar;married;secondary;no;7;yes;yes;cellular;2;feb;171;2;193;2;other;no
31;management;single;tertiary;no;3283;no;no;cellular;2;feb;258;1;73;1;failure;yes
49;technician;married;unknown;no;323;yes;no;cellular;18;nov;41;2;-1;0;unknown;no
54;management;married;tertiary;no;2960;yes;no;cellular;20;nov;83;1;-1;0;unknown;no
29;unemployed;single;secondary;no;486;no;no;telephone;30;apr;95;1;-1;0;unknown;no
51;retired;divorced;secondary;no;343;yes;no;unknown;30;may;78;2;-1;0;unknown;no
40;unemployed;divorced;secondary;no;507;yes;no;cellular;2;feb;134;1;266;7;failure;no
35;management;single;tertiary;no;5958;yes;no;cellular;22;mar;215;1;-1;0;unknown;yes
25;student;single;secondary;no;304;no;no;cellular;26;may;226;2;-1;0;unknown;yes
32;blue-collar;single;secondary;no;118;yes;no;cellular;17;jul;1275;1;-1;0;unknown;yes
30;self-employed;married;secondary;no;123;no;yes;unknown;17;jul;66;1;85;5;other;no
38;management;married;tertiary;no;76;yes;no;cellular;7;jul;196;3;-1;0;unknown;no
46;admin.;married;secondary;no;70;yes;no;cellular;27;mar;229;2;-1;0;unknown;yes
43;unemployed;married;primary;no;960;yes;yes;unknown;15;may;241;2;-1;0;unknown;no
32;technician;single;tertiary;no;2185;no;no;cellular;20;nov;354;2;-1;0;unknown;no
29;blue-collar;single;secondary;no;309;yes;no;cellular;11;may;471;3;-1;0;unknown;no
56;blue-collar;married;secondary;no;2190;no;yes;cellular;30;jan;90;2;232;1;failure;no
57;technician;married;primary;no;0;no;no;unknown;5;jun;58;8;-1;0;unknown;no
38;admin.;married;secondary;no;3732;yes;no;unknown;21;may;379;2;-1;0;unknown;no
51;technician;married;primary;no;1550;no;no;unknown;20;jun;12;5;-1;0;unknown;no
35;admin.;single;tertiary;no;62;no;yes;cellular;30;apr;67;1;-1;0;unknown;no
37;blue-collar;married;primary;no;704;no;no;unknown;18;jun;165;7;-1;0;unknown;no
48;management;married;secondary;no;4415;yes;no;cellular;8;apr;1032;3;141;7;failure;yes
30;blue-collar;single;secondary;yes;4;yes;no;unknown;23;may;84;3;-1;0;unknown;no
60;retired;married;secondary;no;262;no;no;cellular;18;aug;393;4;-1;0;unknown;no
56;management;married;secondary;no;238;yes;no;cellular;19;nov;808;1;-1;0;unknown;no
45;blue-collar;married;primary;no;97;yes;no;unknown;7;may;923;3;-1;0;unknown;no
